idClozeW,0,idReviser,1,idLeaflet,2,idSentence,3,clozeField1,4,clozeField2,5,clozeField3,6,clozeField4,7,clozeField5,8,clozeField6,9,clozeField7,10,clozeField8,11,clozeField9,12,clozeField10,13,dateT,14,flag,15,idGroup,16
683,683,ABKH6YLFFKCPO,ABKH6YLFFKCPO,3,3,333,333,Ut,Ut,will,will,part,part,the,the,will,will,streamline,streamline,men,men,,,,,,,"2019-08-29 17:45:24","2019-08-29 17:45:24",123,123,132,132
684,684,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,227,227,These,These,patients,patients,hospital,hospital,meeting,meeting,all,all,well,well,regarding,regarding,,,,,,,"2019-08-29 17:45:53","2019-08-29 17:45:53",123,123,122,122
685,685,A2XNQ9MFS4AZH2,A2XNQ9MFS4AZH2,3,3,333,333,it,it,will,will,part,part,the,the,will,will,understanding,understanding,patients,patients,,,,,,,"2019-08-29 17:46:01","2019-08-29 17:46:01",123,123,132,132
686,686,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,232,232,if,if,information,information,all,all,be,be,wanting,wanting,,,,,,,,,,,"2019-08-29 17:46:12","2019-08-29 17:46:12",123,123,122,122
687,687,A1YMLNSEPCYTON,A1YMLNSEPCYTON,3,3,312,312,part,part,will,will,patients,patients,may,may,any,any,they,they,,,,,,,,,"2019-08-29 17:46:56","2019-08-29 17:46:56",123,123,132,132
688,688,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,2112,2112,we,we,that,that,in,in,ask,ask,you,you,just,just,changed,changed,,,,,,,"2019-08-29 17:47:41","2019-08-29 17:47:41",123,123,122,122
689,689,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2100,2100,Now,Now,us,us,records,records,using,using,records,records,be,be,,,,,,,,,"2019-08-29 17:48:15","2019-08-29 17:48:15",123,123,123,123
690,690,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,234,234,You,You,at,at,hand,hand,or,or,take,take,and,and,,,,,,,,,"2019-08-29 17:48:32","2019-08-29 17:48:32",123,123,123,123
691,691,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,283,283,Once,Once,part,part,personal,personal,and,and,to,to,studies,studies,in,in,,,,,,,"2019-08-29 17:49:03","2019-08-29 17:49:03",123,123,123,123
692,692,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,227,227,clinical,clinical,you,you,hospital,hospital,it,it,more,more,well,well,from,from,,,,,,,"2019-08-29 17:49:05","2019-08-29 17:49:05",123,123,122,122
693,693,A1YMLNSEPCYTON,A1YMLNSEPCYTON,3,3,319,319,Patient,Patient,study,study,health,health,affected,affected,do,do,,,,,,,,,,,"2019-08-29 17:49:42","2019-08-29 17:49:42",123,123,132,132
694,694,A1YMLNSEPCYTON,A1YMLNSEPCYTON,3,3,333,333,Though,Though,will,will,part,part,the,the,will,will,develop,develop,patients,patients,,,,,,,"2019-08-29 17:50:19","2019-08-29 17:50:19",123,123,132,132
695,695,A27P16LFLZGFPR,A27P16LFLZGFPR,4,4,418,418,we,we,the,the,and,and,one,one,,,,,,,,,,,,,"2019-08-29 17:51:37","2019-08-29 17:51:37",123,123,142,142
696,696,A27P16LFLZGFPR,A27P16LFLZGFPR,4,4,472,472,the,the,data,data,study,study,the,the,,,,,,,,,,,,,"2019-08-29 17:52:16","2019-08-29 17:52:16",123,123,142,142
697,697,A27P16LFLZGFPR,A27P16LFLZGFPR,4,4,455,455,given,given,are,are,of,of,in,in,data,data,for,for,best,best,,,,,,,"2019-08-29 17:54:33","2019-08-29 17:54:33",123,123,142,142
698,698,A19W81GYOX6OI8,A19W81GYOX6OI8,4,4,418,418,We,We,early,early,and,and,men,men,,,,,,,,,,,,,"2019-08-29 17:56:25","2019-08-29 17:56:25",123,123,142,142
699,699,A19W81GYOX6OI8,A19W81GYOX6OI8,4,4,472,472,The,The,information,information,point,point,the,the,,,,,,,,,,,,,"2019-08-29 17:56:41","2019-08-29 17:56:41",123,123,142,142
700,700,A19W81GYOX6OI8,A19W81GYOX6OI8,4,4,455,455,Keeping,Keeping,medically,medically,of,of,in,in,Data,Data,for,for,public,public,,,,,,,"2019-08-29 17:58:05","2019-08-29 17:58:05",123,123,142,142
701,701,A19W81GYOX6OI8,A19W81GYOX6OI8,3,3,312,312,Hosting,Hosting,will,will,patients,patients,will,will,their,their,they,they,,,,,,,,,"2019-08-29 18:05:34","2019-08-29 18:05:34",123,123,132,132
702,702,A19W81GYOX6OI8,A19W81GYOX6OI8,3,3,319,319,Further,Further,trial,trial,patient,patient,harmed,harmed,do,do,,,,,,,,,,,"2019-08-29 18:06:10","2019-08-29 18:06:10",123,123,132,132
703,703,A19W81GYOX6OI8,A19W81GYOX6OI8,3,3,333,333,It,It,will,will,part,part,gathering,gathering,will,will,research,research,patients,patients,,,,,,,"2019-08-29 18:06:37","2019-08-29 18:06:37",123,123,132,132
704,704,A13TYYX1EUIU1D,A13TYYX1EUIU1D,4,4,418,418,,,,,,,,,,,,,,,,,,,,,"2019-08-29 18:07:47","2019-08-29 18:07:47",123,123,142,142
705,705,A13TYYX1EUIU1D,A13TYYX1EUIU1D,4,4,472,472,,,,,,,,,,,,,,,,,,,,,"2019-08-29 18:08:12","2019-08-29 18:08:12",123,123,142,142
706,706,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,2100,2100,,,,,,,,,,,,,,,,,,,,,"2019-08-29 18:09:48","2019-08-29 18:09:48",123,123,123,123
707,707,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,234,234,I,I,with,with,,,,,,,,,,,,,,,,,"2019-08-29 18:10:40","2019-08-29 18:10:40",123,123,123,123
708,708,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,283,283,will,will,this,this,for,for,,,,,,,,,,,,,,,"2019-08-29 18:11:23","2019-08-29 18:11:23",123,123,123,123
709,709,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,312,312,alot,alot,will,will,men,men,will,will,daily,daily,they,they,,,,,,,,,"2019-08-29 18:32:44","2019-08-29 18:32:44",123,123,132,132
710,710,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,319,319,anyone,anyone,trial,trial,personal,personal,harmed,harmed,do,do,,,,,,,,,,,"2019-08-29 18:33:50","2019-08-29 18:33:50",123,123,132,132
711,711,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,333,333,it,it,will,will,part,part,the,the,will,will,research,research,men,men,,,,,,,"2019-08-29 18:34:26","2019-08-29 18:34:26",123,123,132,132
712,712,A192R20G9KGSFE,A192R20G9KGSFE,4,4,418,418,You,You,QUICKER,QUICKER,and,and,person,person,,,,,,,,,,,,,"2019-08-29 18:34:55","2019-08-29 18:34:55",123,123,142,142
713,713,A192R20G9KGSFE,A192R20G9KGSFE,4,4,472,472,The,The,Information,Information,Study,Study,the,the,,,,,,,,,,,,,"2019-08-29 18:35:11","2019-08-29 18:35:11",123,123,142,142
714,714,A192R20G9KGSFE,A192R20G9KGSFE,4,4,455,455,Enter,Enter,is,is,finish,finish,for,for,Data,Data,and,and,medical,medical,,,,,,,"2019-08-29 18:35:53","2019-08-29 18:35:53",123,123,142,142
715,715,A1X8UBJ3IA1T1,A1X8UBJ3IA1T1,4,4,418,418,We,We,early,early,and,and,person,person,,,,,,,,,,,,,"2019-08-29 18:39:11","2019-08-29 18:39:11",123,123,142,142
716,716,A1X8UBJ3IA1T1,A1X8UBJ3IA1T1,4,4,472,472,The,The,information,information,study,study,the,the,,,,,,,,,,,,,"2019-08-29 18:39:37","2019-08-29 18:39:37",123,123,142,142
717,717,A1X8UBJ3IA1T1,A1X8UBJ3IA1T1,4,4,455,455,Collecting,Collecting,is,is,of,of,in,in,DATA,DATA,for,for,public,public,,,,,,,"2019-08-29 18:40:41","2019-08-29 18:40:41",123,123,142,142
718,718,A3CC1VVTPVJVT7,A3CC1VVTPVJVT7,4,4,418,418,We,We,the,the,and,and,person's,person's,,,,,,,,,,,,,"2019-08-29 18:50:10","2019-08-29 18:50:10",123,123,142,142
719,719,A3CC1VVTPVJVT7,A3CC1VVTPVJVT7,4,4,472,472,This,This,information,information,trial,trial,the,the,,,,,,,,,,,,,"2019-08-29 18:50:35","2019-08-29 18:50:35",123,123,142,142
720,720,A3CC1VVTPVJVT7,A3CC1VVTPVJVT7,4,4,455,455,Using,Using,is,is,,,,,Data,Data,for,for,public,public,,,,,,,"2019-08-29 18:51:38","2019-08-29 18:51:38",123,123,142,142
721,721,A3PWX6AP36T5RQ,A3PWX6AP36T5RQ,4,4,418,418,Doctors,Doctors,early,early,allows,allows,person,person,,,,,,,,,,,,,"2019-08-29 18:59:43","2019-08-29 18:59:43",123,123,142,142
722,722,A3PWX6AP36T5RQ,A3PWX6AP36T5RQ,4,4,472,472,Every,Every,records,records,August,August,this,this,,,,,,,,,,,,,"2019-08-29 19:00:25","2019-08-29 19:00:25",123,123,142,142
723,723,A3PWX6AP36T5RQ,A3PWX6AP36T5RQ,4,4,455,455,If,If,are,are,that,that,becomes,becomes,Data,Data,for,for,person's,person's,,,,,,,"2019-08-29 19:01:19","2019-08-29 19:01:19",123,123,142,142
724,724,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,418,418,Researchers,Researchers,the,the,and,and,"person's ","person's ",,,,,,,,,,,,,"2019-08-29 19:23:42","2019-08-29 19:23:42",123,123,142,142
725,725,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,472,472,Some,Some,information,information,trial,trial,the,the,,,,,,,,,,,,,"2019-08-29 19:24:15","2019-08-29 19:24:15",123,123,142,142
726,726,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,455,455,Retention,Retention,is,is,of,of,in,in,data,data,"data for ","data for ",public,public,,,,,,,"2019-08-29 19:24:56","2019-08-29 19:24:56",123,123,142,142
727,727,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,2100,2100,If,If,us,us,data,data,by,by,number,number,be,be,,,,,,,,,"2019-08-29 19:27:01","2019-08-29 19:27:01",123,123,123,123
728,728,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,234,234,You,You,during,during,hand,hand,or,or,take,take,and,and,,,,,,,,,"2019-08-29 19:27:19","2019-08-29 19:27:19",123,123,123,123
729,729,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,283,283,When,When,part,part,the,the,and,and,to,to,projects,projects,in,in,,,,,,,"2019-08-29 19:27:41","2019-08-29 19:27:41",123,123,123,123
730,730,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,2100,2100,"In participating","In participating",reseachers,reseachers,data,data,by,by,trust,trust,"always be","always be",,,,,,,,,"2019-08-29 19:36:03","2019-08-29 19:36:03",123,123,123,123
731,731,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,234,234,"If you","If you",during,during,submit,submit,or,or,take,take,"in your own time and","in your own time and",,,,,,,,,"2019-08-29 19:36:49","2019-08-29 19:36:49",123,123,123,123
732,732,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,283,283,Should,Should,part,part,the,the,and,and,to,to,"that is relevant","that is relevant",in,in,,,,,,,"2019-08-29 19:37:17","2019-08-29 19:37:17",123,123,123,123
733,733,A2R8X5REWQ3YIX,A2R8X5REWQ3YIX,2,2,2100,2100,,,,,,,,,,,,,,,,,,,,,"2019-08-29 19:39:42","2019-08-29 19:39:42",123,123,123,123
734,734,A1HP2YAVUPNBQN,A1HP2YAVUPNBQN,2,2,2100,2100,"Now that","Now that","your doctor","your doctor",samples,samples,alongside,alongside,records,records,name,name,,,,,,,,,"2019-08-29 19:49:26","2019-08-29 19:49:26",123,123,123,123
735,735,A1HP2YAVUPNBQN,A1HP2YAVUPNBQN,2,2,234,234,You,You,ar,ar,give,give,or,or,take,take,and,and,,,,,,,,,"2019-08-29 19:50:55","2019-08-29 19:50:55",123,123,123,123
736,736,A1HP2YAVUPNBQN,A1HP2YAVUPNBQN,2,2,283,283,When,When,"a trail ","a trail ",More,More,and,and,by,by,with,with,within,within,,,,,,,"2019-08-29 19:52:35","2019-08-29 19:52:35",123,123,123,123
737,737,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,2100,2100,If,If,Daniel,Daniel,prescriptions,prescriptions,via,via,app,app,be,be,,,,,,,,,"2019-08-29 21:20:15","2019-08-29 21:20:15",123,123,123,123
738,738,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,234,234,Daniel,Daniel,at,at,return,return,or,or,take,take,and,and,,,,,,,,,"2019-08-29 21:20:45","2019-08-29 21:20:45",123,123,123,123
739,739,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,283,283,"If ","If ",part,part,personal,personal,and,and,to,to,projects,projects,or,or,,,,,,,"2019-08-29 21:21:28","2019-08-29 21:21:28",123,123,123,123
740,740,A1KCKKMDKHADNC,A1KCKKMDKHADNC,2,2,2100,2100,Today,Today,us,us,data,data,by,by,staff,staff,be,be,,,,,,,,,"2019-08-29 21:29:26","2019-08-29 21:29:26",123,123,123,123
741,741,A1KCKKMDKHADNC,A1KCKKMDKHADNC,2,2,234,234,You,You,during,during,give,give,and,and,take,take,and,and,,,,,,,,,"2019-08-29 21:30:19","2019-08-29 21:30:19",123,123,123,123
742,742,A1KCKKMDKHADNC,A1KCKKMDKHADNC,2,2,283,283,If,If,part,part,the,the,quality,quality,to,to,projects,projects,in,in,,,,,,,"2019-08-29 21:31:29","2019-08-29 21:31:29",123,123,123,123
743,743,A3KS9SFKQR3XVY,A3KS9SFKQR3XVY,2,2,2100,2100,If,If,NHS,NHS,prescriptions,prescriptions,with,with,"identification number","identification number",be,be,,,,,,,,,"2019-08-29 22:08:49","2019-08-29 22:08:49",123,123,123,123
744,744,A3KS9SFKQR3XVY,A3KS9SFKQR3XVY,2,2,234,234,You,You,about,about,provide,provide,resident,resident,bring,bring,and,and,,,,,,,,,"2019-08-29 22:10:24","2019-08-29 22:10:24",123,123,123,123
745,745,A3KS9SFKQR3XVY,A3KS9SFKQR3XVY,2,2,283,283,If,If,part,part,the,the,and,and,to,to,with,with,other,other,,,,,,,"2019-08-29 22:13:11","2019-08-29 22:13:11",123,123,123,123
746,746,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,2100,2100,As,As,us,us,information,information,using,using,number,number,be,be,,,,,,,,,"2019-08-30 07:22:19","2019-08-30 07:22:19",123,123,123,123
747,747,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,234,234,you,you,during,during,hand,hand,or,or,take,take,and,and,,,,,,,,,"2019-08-30 07:23:13","2019-08-30 07:23:13",123,123,123,123
748,748,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,283,283,if,if,part,part,all,all,and,and,to,to,programmes,programmes,in,in,,,,,,,"2019-08-30 07:23:39","2019-08-30 07:23:39",123,123,123,123
749,749,A2KMK30K2TDDNH,A2KMK30K2TDDNH,3,3,324,324,,,,,,,,,,,,,,,,,,,,,"2019-08-30 11:28:44","2019-08-30 11:28:44",123,123,133,133
750,750,A13T8GV5PDF82B,A13T8GV5PDF82B,4,4,406,406,,,,,,,,,,,,,,,,,,,,,"2019-08-30 11:29:57","2019-08-30 11:29:57",123,123,143,143
751,751,A2KMK30K2TDDNH,A2KMK30K2TDDNH,3,3,324,324,This,This,at,at,test,test,and,and,the,the,will,will,,,,,,,,,"2019-08-30 11:30:29","2019-08-30 11:30:29",123,123,133,133
752,752,A71LNIRT2KCKP,A71LNIRT2KCKP,4,4,406,406,A,A,"of ","of ","talk ","talk ",for,for,questions,questions,,,,,,,,,,,"2019-08-30 11:30:45","2019-08-30 11:30:45",123,123,143,143
753,753,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,324,324,this,this,by,by,next,next,if,if,a,a,will,will,,,,,,,,,"2019-08-30 11:30:46","2019-08-30 11:30:46",123,123,133,133
754,754,A13T8GV5PDF82B,A13T8GV5PDF82B,4,4,411,411,Doctors,Doctors,to,to,out,out,and,and,disease,disease,,,,,,,,,,,"2019-08-30 11:31:02","2019-08-30 11:31:02",123,123,143,143
755,755,A2KMK30K2TDDNH,A2KMK30K2TDDNH,3,3,341,341,Neither,Neither,collected,collected,course,course,any,any,will,will,,,,,,,,,,,"2019-08-30 11:31:26","2019-08-30 11:31:26",123,123,133,133
756,756,A13T8GV5PDF82B,A13T8GV5PDF82B,4,4,433,433,Researchers,Researchers,in,in,List,List,by,by,disease,disease,through,through,databases,databases,Organisation,Organisation,,,,,"2019-08-30 11:31:55","2019-08-30 11:31:55",123,123,143,143
757,757,A2KMK30K2TDDNH,A2KMK30K2TDDNH,3,3,343,343,your,your,your,your,be,be,filing,filing,computers,computers,protected,protected,members,members,,,,,,,"2019-08-30 11:32:13","2019-08-30 11:32:13",123,123,133,133
758,758,A71LNIRT2KCKP,A71LNIRT2KCKP,4,4,411,411,I,I,return,return,out,out,and,and,care,care,,,,,,,,,,,"2019-08-30 11:32:20","2019-08-30 11:32:20",123,123,143,143
759,759,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,341,341,If,If,provided,provided,course,course,,,will,will,,,,,,,,,,,"2019-08-30 11:32:41","2019-08-30 11:32:41",123,123,133,133
760,760,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,343,343,All,All,provided,provided,be,be,,,premised,premised,,,staff,staff,,,,,,,"2019-08-30 11:33:27","2019-08-30 11:33:27",123,123,133,133
761,761,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,3,3,324,324,The,The,at,at,first,first,and,and,a,a,will,will,,,,,,,,,"2019-08-30 11:37:48","2019-08-30 11:37:48",123,123,133,133
762,762,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,3,3,341,341,None,None,collected,collected,length,length,any,any,can,can,,,,,,,,,,,"2019-08-30 11:40:16","2019-08-30 11:40:16",123,123,133,133
763,763,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,3,3,343,343,Your,Your,age,age,be,be,secure,secure,computers,computers,protected,protected,members,members,,,,,,,"2019-08-30 11:41:45","2019-08-30 11:41:45",123,123,133,133
764,764,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,406,406,The,The,of,of,go,go,with,with,questions,questions,,,,,,,,,,,"2019-08-30 11:48:35","2019-08-30 11:48:35",123,123,143,143
765,765,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,411,411,We,We,to,to,out,out,and,and,diagnosis,diagnosis,,,,,,,,,,,"2019-08-30 11:49:03","2019-08-30 11:49:03",123,123,143,143
766,766,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,324,324,Each,Each,before,before,allocated,allocated,"to be","to be",the,the,will,will,,,,,,,,,"2019-08-30 11:49:52","2019-08-30 11:49:52",123,123,133,133
767,767,A13T8GV5PDF82B,A13T8GV5PDF82B,3,3,324,324,Researchers,Researchers,at,at,trial,trial,and,and,a,a,will,will,,,,,,,,,"2019-08-30 11:49:56","2019-08-30 11:49:56",123,123,133,133
768,768,A13T8GV5PDF82B,A13T8GV5PDF82B,3,3,341,341,Neither,Neither,obtained,obtained,duration,duration,any,any,will,will,,,,,,,,,,,"2019-08-30 11:50:28","2019-08-30 11:50:28",123,123,133,133
769,769,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,433,433,We,We,for,for,and,and,from,from,health,health,your,your,data,data,and,and,,,,,"2019-08-30 11:50:38","2019-08-30 11:50:38",123,123,143,143
770,770,A13T8GV5PDF82B,A13T8GV5PDF82B,3,3,343,343,Your,Your,full,full,be,be,sealed,sealed,servers,servers,protected,protected,the,the,,,,,,,"2019-08-30 11:51:11","2019-08-30 11:51:11",123,123,133,133
771,771,A300NSYGWVGOMM,A300NSYGWVGOMM,3,3,324,324,A,A,at,at,current,current,then,then,a,a,will,will,,,,,,,,,"2019-08-30 11:53:09","2019-08-30 11:53:09",123,123,133,133
772,772,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,324,324,The,The,at,at,study,study,and,and,the,the,will,will,,,,,,,,,"2019-08-30 11:53:27","2019-08-30 11:53:27",123,123,133,133
773,773,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,341,341,All,All,recorded,recorded,participation,participation,any,any,will,will,,,,,,,,,,,"2019-08-30 11:53:40","2019-08-30 11:53:40",123,123,133,133
774,774,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,341,341,The,The,gathered,gathered,duration,duration,any,any,will,will,,,,,,,,,,,"2019-08-30 11:53:55","2019-08-30 11:53:55",123,123,133,133
775,775,A300NSYGWVGOMM,A300NSYGWVGOMM,3,3,341,341,all,all,collected,collected,course,course,because,because,can,can,,,,,,,,,,,"2019-08-30 11:53:59","2019-08-30 11:53:59",123,123,133,133
776,776,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,343,343,Your,Your,full,full,be,be,filing,filing,computer,computer,protected,protected,members,members,,,,,,,"2019-08-30 11:54:27","2019-08-30 11:54:27",123,123,133,133
777,777,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,343,343,All,All,your,your,be,be,filing,filing,usb,usb,protected,protected,members,members,,,,,,,"2019-08-30 11:55:00","2019-08-30 11:55:00",123,123,133,133
778,778,A300NSYGWVGOMM,A300NSYGWVGOMM,3,3,343,343,Any,Any,your,your,be,be,secure,secure,database,database,protected,protected,members,members,,,,,,,"2019-08-30 11:55:05","2019-08-30 11:55:05",123,123,133,133
779,779,A1S25NBTJQC64E,A1S25NBTJQC64E,4,4,406,406,Medical,Medical,of,of,go,go,with,with,questions,questions,,,,,,,,,,,"2019-08-30 11:55:41","2019-08-30 11:55:41",123,123,143,143
780,780,A1S25NBTJQC64E,A1S25NBTJQC64E,4,4,411,411,Staff,Staff,to,to,out,out,and,and,medicine,medicine,,,,,,,,,,,"2019-08-30 11:56:49","2019-08-30 11:56:49",123,123,143,143
781,781,A1S25NBTJQC64E,A1S25NBTJQC64E,4,4,433,433,We,We,for,for,and,and,by,by,medicine,medicine,including,including,organisations,organisations,and,and,,,,,"2019-08-30 12:00:05","2019-08-30 12:00:05",123,123,143,143
782,782,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,406,406,The,The,of,of,go,go,with,with,questions,questions,,,,,,,,,,,"2019-08-30 12:00:38","2019-08-30 12:00:38",123,123,143,143
783,783,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,411,411,Staff,Staff,to,to,out,out,and,and,diagnosis,diagnosis,,,,,,,,,,,"2019-08-30 12:01:20","2019-08-30 12:01:20",123,123,143,143
784,784,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,433,433,We,We,about,about,,,from,from,diagnosis,diagnosis,from,from,services,services,and,and,,,,,"2019-08-30 12:02:39","2019-08-30 12:02:39",123,123,143,143
785,785,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,4,4,406,406,A,A,of,of,run,run,with,with,questions,questions,,,,,,,,,,,"2019-08-30 12:11:29","2019-08-30 12:11:29",123,123,143,143
786,786,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,4,4,411,411,We,We,to,to,out,out,and,and,therapy,therapy,,,,,,,,,,,"2019-08-30 12:12:15","2019-08-30 12:12:15",123,123,143,143
787,787,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,4,4,433,433,We,We,from,from,list,list,by,by,therapy,therapy,from,from,bodies,bodies,and,and,,,,,"2019-08-30 12:14:31","2019-08-30 12:14:31",123,123,143,143
788,788,A2FXX3H2NQCQB3,A2FXX3H2NQCQB3,4,4,406,406,,,,,,,,,,,,,,,,,,,,,"2019-08-30 12:16:37","2019-08-30 12:16:37",123,123,143,143
789,789,A2FXX3H2NQCQB3,A2FXX3H2NQCQB3,4,4,406,406,the,the,of,of,look,look,for,for,question,question,,,,,,,,,,,"2019-08-30 12:17:58","2019-08-30 12:17:58",123,123,143,143
790,790,A2FXX3H2NQCQB3,A2FXX3H2NQCQB3,4,4,411,411,you,you,to,to,out,out,and,and,diagnostic,diagnostic,,,,,,,,,,,"2019-08-30 12:19:03","2019-08-30 12:19:03",123,123,143,143
791,791,A2FXX3H2NQCQB3,A2FXX3H2NQCQB3,4,4,433,433,there,there,about,about,and,and,byv,byv,diagnostic,diagnostic,the,the,insurance,insurance,and,and,,,,,"2019-08-30 12:20:39","2019-08-30 12:20:39",123,123,143,143
792,792,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,3,3,324,324,This,This,at,at,this,this,and,and,a,a,will,will,,,,,,,,,"2019-08-30 12:29:17","2019-08-30 12:29:17",123,123,133,133
793,793,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,3,3,341,341,All,All,provided,provided,time,time,any,any,will,will,,,,,,,,,,,"2019-08-30 12:31:04","2019-08-30 12:31:04",123,123,133,133
794,794,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,3,3,343,343,Any,Any,first,first,be,be,sealed,sealed,site,site,protected,protected,members,members,,,,,,,"2019-08-30 12:32:23","2019-08-30 12:32:23",123,123,133,133
795,795,A25RJ54AHZGDOO,A25RJ54AHZGDOO,3,3,324,324,,,,,,,,,,,,,,,,,,,,,"2019-08-30 12:50:36","2019-08-30 12:50:36",123,123,133,133
796,796,A25RJ54AHZGDOO,A25RJ54AHZGDOO,3,3,324,324,This,This,at,at,hospital,hospital,and,and,the,the,will,will,,,,,,,,,"2019-08-30 12:52:08","2019-08-30 12:52:08",123,123,133,133
797,797,A25RJ54AHZGDOO,A25RJ54AHZGDOO,3,3,341,341,Neither,Neither,asked,asked,progression,progression,any,any,will,will,,,,,,,,,,,"2019-08-30 12:54:27","2019-08-30 12:54:27",123,123,133,133
798,798,A25RJ54AHZGDOO,A25RJ54AHZGDOO,3,3,343,343,All,All,your,your,be,be,filing,filing,computers,computers,protected,protected,members,members,,,,,,,"2019-08-30 12:56:46","2019-08-30 12:56:46",123,123,133,133
799,799,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,406,406,A,A,of,of,talk,talk,for,for,questions,questions,,,,,,,,,,,"2019-08-30 12:58:00","2019-08-30 12:58:00",123,123,143,143
800,800,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,411,411,We,We,to,to,out,out,and,and,diagnosis,diagnosis,,,,,,,,,,,"2019-08-30 12:58:16","2019-08-30 12:58:16",123,123,143,143
801,801,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,433,433,We,We,from,from,database,database,by,by,health,health,from,from,databases,databases,and,and,,,,,"2019-08-30 12:58:59","2019-08-30 12:58:59",123,123,143,143
802,802,A3OAH2XXHT3FOS,A3OAH2XXHT3FOS,4,4,406,406,I,I,THROUGH,THROUGH,BE,BE,IN,IN,TASK,TASK,,,,,,,,,,,"2019-08-30 13:08:29","2019-08-30 13:08:29",123,123,143,143
803,803,A3OAH2XXHT3FOS,A3OAH2XXHT3FOS,4,4,411,411,"I ","I ",AND,AND,THE,THE,YOU,YOU,NOON,NOON,,,,,,,,,,,"2019-08-30 13:10:44","2019-08-30 13:10:44",123,123,143,143
804,804,A3OAH2XXHT3FOS,A3OAH2XXHT3FOS,4,4,433,433,THESE,THESE,IN,IN,AND,AND,IN,IN,MEDICIE,MEDICIE,THE,THE,AS,AS,IN,IN,,,,,"2019-08-30 13:11:36","2019-08-30 13:11:36",123,123,143,143
805,805,A3DD63B3AMQ9NP,A3DD63B3AMQ9NP,4,4,406,406,,,,,,,,,,,,,,,,,,,,,"2019-08-30 15:11:56","2019-08-30 15:11:56",123,123,143,143
806,806,A3DD63B3AMQ9NP,A3DD63B3AMQ9NP,4,4,406,406,A,A,of,of,walk,walk,with,with,may,may,,,,,,,,,,,"2019-08-30 15:13:32","2019-08-30 15:13:32",123,123,143,143
